 1945 -87880102.000000 -42882387.000000
 1946 -87919813.000000 -42932140.000000
 1947 -88070662.000000 -42865349.000000
 1948 -89015942.000000 -42883387.000000
 1949 -89030996.000000 -42541216.000000
 1950 -89442488.000000 -42281295.000000
 1951 -89225647.000000 -41868943.000000
 1952 -89222212.000000 -41369417.000000
 1953 -89065984.000000 -41061852.000000
 1954 -88470215.000000 -41064794.000000
 1955 -87917412.000000 -40984707.000000
 1956 -87280553.000000 -41141076.000000
 1957 -86660981.000000 -41393108.000000
 1958 -86484377.000000 -41671193.000000
 1959 -86487767.000000 -41754743.000000
 1960 -86731765.000000 -41774763.000000
 1961 -86781844.000000 -41773705.000000
 5001 -89061373.000000 -41367572.000000
 5002 -89061333.000000 -41368214.000000
 5004 -89062586.000000 -41555759.000000
 5005 -89060125.000000 -41366081.000000
 5006 -89059883.000000 -41369475.000000
 5007 -89061943.000000 -41555732.000000
 5009 -89058991.000000 -41366231.000000
 5010 -89058936.000000 -41369552.000000
 5011 -89058906.000000 -41470986.000000
 5012 -89057544.000000 -41368167.000000
 5013 -89057348.000000 -41367597.000000
 5014 -89057798.000000 -41472742.000000
 5015 -89056814.000000 -41472805.000000
 5016 -89055458.000000 -41471022.000000
 5017 -89032758.000000 -41698194.000000
 5018 -89031395.000000 -41698828.000000
 5019 -89030710.000000 -41698742.000000
 5020 -89029670.000000 -41697711.000000
 5021 -89026757.000000 -42007123.000000
 5022 -89025942.000000 -41934691.000000
 5023 -89025108.000000 -41935736.000000
 5024 -89025551.000000 -42008530.000000
 5025 -89024454.000000 -41935757.000000
 5026 -89025967.000000 -42100453.000000
 5027 -89024465.000000 -42008559.000000
 5028 -89023531.000000 -41934700.000000
 5029 -89024666.000000 -42102417.000000
 5030 -89022358.000000 -41905212.000000
 5031 -89023383.000000 -42007127.000000
 5032 -89022225.000000 -41904771.000000
 5033 -89023830.000000 -42102502.000000
 5034 -89021437.000000 -41905648.000000
 5035 -89021277.000000 -41904417.000000
 5036 -89020761.000000 -41905674.000000
 5037 -89020605.000000 -41904451.000000
 5038 -89022213.000000 -42100516.000000
 5039 -89019558.000000 -41904823.000000
 5040 -89019523.000000 -41905265.000000
 5041 -89010778.000000 -41760362.000000
 5042 -89010944.000000 -41847817.000000
 5043 -89009958.000000 -41761160.000000
 5044 -89010580.000000 -41848456.000000
 5045 -89009464.000000 -41761188.000000
 5046 -89010162.000000 -41848448.000000
 5047 -89009689.000000 -41847852.000000
 5048 -89008682.000000 -41760397.000000
 5049 -89011506.000000 -42818593.000000
 5050 -89008340.000000 -42821208.000000
 5051 -89007661.000000 -42821121.000000
 5052 -89003703.000000 -42818774.000000
 5053 -89000869.000000 -42725968.000000
 5054 -88997614.000000 -42456850.000000
 5055 -88997312.000000 -42458123.000000
 5056 -88996726.000000 -42455610.000000
 5057 -88996657.000000 -42455325.000000
 5058 -88996496.000000 -42458061.000000
 5059 -88998577.000000 -42701975.000000
 5060 -88995937.000000 -42455642.000000
 5061 -88995871.000000 -42455351.000000
 5062 -88995298.000000 -42456905.000000
 5063 -88998170.000000 -42729428.000000
 5064 -88997641.000000 -42723789.000000
 5065 -88997386.000000 -42729204.000000
 5066 -88996626.000000 -42672150.000000
 5067 -88996757.000000 -42723561.000000
 5068 -88995675.000000 -42706520.000000
 5069 -88994805.000000 -42698877.000000
 5070 -88994829.000000 -42706066.000000
 5071 -88994044.000000 -42699011.000000
 5072 -88993645.000000 -42726307.000000
 5073 -88992270.000000 -42676502.000000
 5074 -88991687.000000 -42635772.000000
 5075 -88991537.000000 -42676468.000000
 5076 -88991285.000000 -42668468.000000
 5077 -88990617.000000 -42668200.000000
 5078 -88990253.000000 -42702130.000000
 5079 -88988525.000000 -42641108.000000
 5080 -88987611.000000 -42641132.000000
 5081 -88985682.000000 -42672405.000000
 5082 -88982693.000000 -42636021.000000
 5083 -88976132.000000 -42530986.000000
 5084 -88975791.000000 -42525237.000000
 5085 -88975409.000000 -42531043.000000
 5086 -88974836.000000 -42525382.000000
 5087 -88974846.000000 -42672658.000000
 5088 -88972331.000000 -42528947.000000
 5089 -88972230.000000 -42528467.000000
 5090 -88968765.000000 -42239281.000000
 5091 -88967990.000000 -42238588.000000
 5092 -88967395.000000 -42238564.000000
 5093 -88967278.000000 -42240082.000000
